"","rt","subject_id","img_duration","responded","condition","emotion","correct"
"1",563.705,"5e71201319928003752d45b8",1400,"long","blob","fear",TRUE
"2",908.005,"5e71201319928003752d45b8",800,"short","blob","sad",TRUE
"3",361.76,"5e71201319928003752d45b8",1200,"short","blob","sad",FALSE
"4",261.665,"5e71201319928003752d45b8",800,"short","blob","sad",TRUE
"5",1426.35,"5e71201319928003752d45b8",1400,"long","blob","sad",TRUE
"6",482.665,"5e71201319928003752d45b8",1000,"short","blob","sad",TRUE
"7",655.06,"5e71201319928003752d45b8",1400,"long","blob","fear",TRUE
"8",227.33,"5e71201319928003752d45b8",400,"short","blob","fear",TRUE
"9",1478.11,"5e71201319928003752d45b8",1400,"long","blob","fear",TRUE
"10",275.775,"5e71201319928003752d45b8",400,"short","blob","sad",TRUE
"11",238.445,"5e71201319928003752d45b8",400,"short","blob","fear",TRUE
"12",234.15,"5e71201319928003752d45b8",600,"short","blob","sad",TRUE
"13",486.29,"5e71201319928003752d45b8",1600,"long","blob","fear",TRUE
"14",228.675,"5e71201319928003752d45b8",600,"short","blob","fear",TRUE
"15",342.22,"5e71201319928003752d45b8",600,"short","blob","sad",TRUE
"16",1150.53,"5e71201319928003752d45b8",1400,"long","blob","fear",TRUE
"17",832.515,"5e71201319928003752d45b8",1200,"short","blob","sad",FALSE
"18",1876.19,"5e71201319928003752d45b8",1200,"long","blob","fear",TRUE
"19",454.28,"5e71201319928003752d45b8",1400,"long","blob","sad",TRUE
"20",267.01,"5e71201319928003752d45b8",600,"short","blob","fear",TRUE
"21",1732.29,"5c819e80d47e6a0016a60c63",800,"short","blob","fear",TRUE
"22",693.33,"5c819e80d47e6a0016a60c63",1400,"long","blob","sad",TRUE
"23",1841.51,"5c819e80d47e6a0016a60c63",1400,"long","blob","fear",TRUE
"24",1049.58,"5c819e80d47e6a0016a60c63",800,"short","blob","sad",TRUE
"25",949.365,"5c819e80d47e6a0016a60c63",1400,"long","blob","fear",TRUE
"26",966.45,"5c819e80d47e6a0016a60c63",1200,"short","blob","sad",FALSE
"27",1662.55,"5c819e80d47e6a0016a60c63",1200,"long","blob","fear",TRUE
"28",865.37,"5c819e80d47e6a0016a60c63",1200,"long","blob","sad",TRUE
"29",1957.91,"5c819e80d47e6a0016a60c63",400,"short","blob","fear",TRUE
"30",1444.81,"5c819e80d47e6a0016a60c63",1600,"long","blob","fear",TRUE
"31",5481.44,"5c819e80d47e6a0016a60c63",1000,"long","blob","sad",TRUE
"32",1489.74,"5c819e80d47e6a0016a60c63",1000,"long","blob","sad",TRUE
"33",3189.81,"5c819e80d47e6a0016a60c63",800,"long","blob","fear",FALSE
"34",450.25,"5c819e80d47e6a0016a60c63",600,"short","blob","sad",TRUE
"35",930.95,"5c819e80d47e6a0016a60c63",1000,"long","blob","fear",TRUE
"36",554.155,"5c819e80d47e6a0016a60c63",600,"short","blob","sad",TRUE
"37",275.665,"5c819e80d47e6a0016a60c63",1200,"long","blob","fear",TRUE
"38",798.79,"5c819e80d47e6a0016a60c63",1000,"long","blob","sad",TRUE
"39",343.035,"5c819e80d47e6a0016a60c63",1400,"long","blob","sad",TRUE
"40",453.905,"5c819e80d47e6a0016a60c63",1600,"long","blob","fear",TRUE
"41",3475.66,"5e947199fd9df201e0c6950d",1200,"short","orig","fear",FALSE
"42",1177.96,"5e947199fd9df201e0c6950d",1600,"long","orig","fear",TRUE
"43",684.335,"5e947199fd9df201e0c6950d",800,"short","orig","fear",TRUE
"44",860.955,"5e947199fd9df201e0c6950d",800,"short","orig","sad",TRUE
"45",709.58,"5e947199fd9df201e0c6950d",1000,"short","orig","fear",TRUE
"46",695.315,"5e947199fd9df201e0c6950d",800,"short","orig","sad",TRUE
"47",809.855,"5e947199fd9df201e0c6950d",1400,"long","orig","fear",TRUE
"48",427.585,"5e947199fd9df201e0c6950d",600,"short","orig","fear",TRUE
"49",552.835,"5e947199fd9df201e0c6950d",400,"short","orig","sad",TRUE
"50",875.815,"5e947199fd9df201e0c6950d",1600,"long","orig","sad",TRUE
"51",966.535,"5e947199fd9df201e0c6950d",1600,"long","orig","sad",TRUE
"52",540.695,"5e947199fd9df201e0c6950d",400,"short","orig","fear",TRUE
"53",516.515,"5e947199fd9df201e0c6950d",400,"short","orig","fear",TRUE
"54",617.14,"5e947199fd9df201e0c6950d",400,"short","orig","fear",TRUE
"55",1758.71,"5e947199fd9df201e0c6950d",400,"short","orig","fear",TRUE
"56",777.715,"5e947199fd9df201e0c6950d",1200,"long","orig","sad",TRUE
"57",439.695,"5e947199fd9df201e0c6950d",400,"short","orig","sad",TRUE
"58",351.885,"5e947199fd9df201e0c6950d",400,"short","orig","sad",TRUE
"59",450.575,"5e947199fd9df201e0c6950d",1200,"long","orig","sad",TRUE
"60",412.185,"5e947199fd9df201e0c6950d",400,"short","orig","sad",TRUE
"61",1683.77,"5c645f8d0e3b050001e4ec92",800,"short","orig","sad",TRUE
"62",989.08,"5c645f8d0e3b050001e4ec92",400,"short","orig","fear",TRUE
"63",825.21,"5c645f8d0e3b050001e4ec92",1200,"long","orig","sad",TRUE
"64",677.02,"5c645f8d0e3b050001e4ec92",400,"short","orig","fear",TRUE
"65",1045.52,"5c645f8d0e3b050001e4ec92",1600,"long","orig","sad",TRUE
"66",762.93,"5c645f8d0e3b050001e4ec92",800,"long","orig","sad",FALSE
"67",898.32,"5c645f8d0e3b050001e4ec92",400,"short","orig","sad",TRUE
"68",2136.77,"5c645f8d0e3b050001e4ec92",1000,"short","orig","sad",TRUE
"69",630.285,"5c645f8d0e3b050001e4ec92",400,"short","orig","fear",TRUE
"70",693.77,"5c645f8d0e3b050001e4ec92",1600,"long","orig","fear",TRUE
"71",937.205,"5c645f8d0e3b050001e4ec92",1400,"long","orig","sad",TRUE
"72",848.55,"5c645f8d0e3b050001e4ec92",1200,"long","orig","sad",TRUE
"73",676.28,"5c645f8d0e3b050001e4ec92",1400,"long","orig","fear",TRUE
"74",696.7,"5c645f8d0e3b050001e4ec92",600,"short","orig","sad",TRUE
"75",718.99,"5c645f8d0e3b050001e4ec92",400,"short","orig","fear",TRUE
"76",1192.66,"5c645f8d0e3b050001e4ec92",800,"short","orig","fear",TRUE
"77",645.44,"5c645f8d0e3b050001e4ec92",1600,"long","orig","fear",TRUE
"78",827.445,"5c645f8d0e3b050001e4ec92",1600,"long","orig","fear",TRUE
"79",490.65,"5c645f8d0e3b050001e4ec92",600,"short","orig","fear",TRUE
"80",908.795,"5c645f8d0e3b050001e4ec92",1000,"long","orig","sad",TRUE
"81",4025.25,"5e8a56755ae5fb709d5689a0",400,"long","orig","sad",FALSE
"82",3242.64,"5e8a56755ae5fb709d5689a0",1400,"long","orig","sad",TRUE
"83",5026.53,"5e8a56755ae5fb709d5689a0",800,"long","orig","sad",FALSE
"84",825.7,"5e8a56755ae5fb709d5689a0",400,"short","orig","fear",TRUE
"85",907.15,"5e8a56755ae5fb709d5689a0",800,"long","orig","sad",FALSE
"86",729.87,"5e8a56755ae5fb709d5689a0",1400,"short","orig","fear",FALSE
"87",836.96,"5e8a56755ae5fb709d5689a0",800,"long","orig","fear",FALSE
"88",721.635,"5e8a56755ae5fb709d5689a0",1400,"long","orig","sad",TRUE
"89",768.93,"5e8a56755ae5fb709d5689a0",1600,"long","orig","fear",TRUE
"90",562.475,"5e8a56755ae5fb709d5689a0",1000,"long","orig","sad",TRUE
"91",1.42,"5e8a56755ae5fb709d5689a0",1600,"long","orig","fear",TRUE
"92",1839.37,"5e8a56755ae5fb709d5689a0",1400,"long","orig","sad",TRUE
"93",517.5,"5e8a56755ae5fb709d5689a0",800,"long","orig","fear",FALSE
"94",513.245,"5e8a56755ae5fb709d5689a0",1000,"long","orig","fear",TRUE
"95",479.765,"5e8a56755ae5fb709d5689a0",1600,"long","orig","sad",TRUE
"96",511.585,"5e8a56755ae5fb709d5689a0",1200,"long","orig","sad",TRUE
"97",471.845,"5e8a56755ae5fb709d5689a0",400,"short","orig","fear",TRUE
"98",727.71,"5e8a56755ae5fb709d5689a0",600,"short","orig","fear",TRUE
"99",1945.88,"5e8a56755ae5fb709d5689a0",600,"short","orig","fear",TRUE
"100",725.24,"5e8a56755ae5fb709d5689a0",1000,"long","orig","sad",TRUE
"101",1156.4,"5a4fe91b8e6259000175622b",400,"short","blob","sad",TRUE
"102",1449.54,"5a4fe91b8e6259000175622b",1200,"long","blob","sad",TRUE
"103",651.345,"5a4fe91b8e6259000175622b",800,"short","blob","fear",TRUE
"104",488.665,"5a4fe91b8e6259000175622b",1000,"short","blob","fear",TRUE
"105",471.235,"5a4fe91b8e6259000175622b",800,"short","blob","fear",TRUE
"106",429.83,"5a4fe91b8e6259000175622b",600,"short","blob","fear",TRUE
"107",403.185,"5a4fe91b8e6259000175622b",1200,"long","blob","sad",TRUE
"108",387.655,"5a4fe91b8e6259000175622b",400,"short","blob","fear",TRUE
"109",421.09,"5a4fe91b8e6259000175622b",1400,"long","blob","sad",TRUE
"110",367.49,"5a4fe91b8e6259000175622b",1200,"long","blob","fear",TRUE
"111",346.145,"5a4fe91b8e6259000175622b",400,"short","blob","sad",TRUE
"112",316.79,"5a4fe91b8e6259000175622b",1200,"long","blob","fear",TRUE
"113",319.675,"5a4fe91b8e6259000175622b",1600,"long","blob","sad",TRUE
"114",381.19,"5a4fe91b8e6259000175622b",1600,"long","blob","sad",TRUE
"115",344.815,"5a4fe91b8e6259000175622b",1000,"long","blob","sad",TRUE
"116",343.765,"5a4fe91b8e6259000175622b",1000,"long","blob","fear",TRUE
"117",278.975,"5a4fe91b8e6259000175622b",400,"short","blob","fear",TRUE
"118",373.9,"5a4fe91b8e6259000175622b",1200,"long","blob","fear",TRUE
"119",114.015,"5a4fe91b8e6259000175622b",800,"short","blob","sad",TRUE
"120",361.74,"5a4fe91b8e6259000175622b",1400,"long","blob","sad",TRUE
"121",1483.98,"5c3764a08cfec40001c063ad",1400,"long","orig","fear",TRUE
"122",555.11,"5c3764a08cfec40001c063ad",1000,"long","orig","sad",TRUE
"123",452.05,"5c3764a08cfec40001c063ad",600,"short","orig","fear",TRUE
"124",535.605,"5c3764a08cfec40001c063ad",1000,"long","orig","fear",TRUE
"125",350.905,"5c3764a08cfec40001c063ad",400,"short","orig","fear",TRUE
"126",550.14,"5c3764a08cfec40001c063ad",1200,"long","orig","fear",TRUE
"127",360.715,"5c3764a08cfec40001c063ad",1200,"long","orig","fear",TRUE
"128",369.12,"5c3764a08cfec40001c063ad",400,"short","orig","sad",TRUE
"129",645.59,"5c3764a08cfec40001c063ad",600,"short","orig","sad",TRUE
"130",600.075,"5c3764a08cfec40001c063ad",1400,"long","orig","sad",TRUE
"131",518.17,"5c3764a08cfec40001c063ad",600,"short","orig","sad",TRUE
"132",292.805,"5c3764a08cfec40001c063ad",1400,"long","orig","fear",TRUE
"133",864.7,"5c3764a08cfec40001c063ad",600,"long","orig","fear",FALSE
"134",285.415,"5c3764a08cfec40001c063ad",1000,"long","orig","sad",TRUE
"135",297.56,"5c3764a08cfec40001c063ad",1400,"long","orig","sad",TRUE
"136",326.41,"5c3764a08cfec40001c063ad",400,"short","orig","sad",TRUE
"137",290.44,"5c3764a08cfec40001c063ad",400,"short","orig","fear",TRUE
"138",268.51,"5c3764a08cfec40001c063ad",1200,"long","orig","fear",TRUE
"139",482.19,"5c3764a08cfec40001c063ad",600,"short","orig","sad",TRUE
"140",350.275,"5c3764a08cfec40001c063ad",400,"short","orig","sad",TRUE
"141",958.595,"59fa446c05d1d60001f149e1",1200,"long","orig","sad",TRUE
"142",453.32,"59fa446c05d1d60001f149e1",1600,"long","orig","sad",TRUE
"143",478.075,"59fa446c05d1d60001f149e1",400,"short","orig","fear",TRUE
"144",374.135,"59fa446c05d1d60001f149e1",1600,"long","orig","sad",TRUE
"145",617.405,"59fa446c05d1d60001f149e1",400,"short","orig","sad",TRUE
"146",379.91,"59fa446c05d1d60001f149e1",400,"short","orig","fear",TRUE
"147",370.135,"59fa446c05d1d60001f149e1",400,"short","orig","fear",TRUE
"148",482.025,"59fa446c05d1d60001f149e1",400,"short","orig","sad",TRUE
"149",609.285,"59fa446c05d1d60001f149e1",1000,"long","orig","sad",TRUE
"150",1127.15,"59fa446c05d1d60001f149e1",800,"short","orig","fear",TRUE
"151",453.735,"59fa446c05d1d60001f149e1",1000,"short","orig","sad",TRUE
"152",525.47,"59fa446c05d1d60001f149e1",1600,"long","orig","fear",TRUE
"153",655.06,"59fa446c05d1d60001f149e1",1200,"short","orig","fear",FALSE
"154",580.045,"59fa446c05d1d60001f149e1",400,"short","orig","sad",TRUE
"155",434.355,"59fa446c05d1d60001f149e1",1000,"long","orig","sad",TRUE
"156",687.065,"59fa446c05d1d60001f149e1",800,"long","orig","fear",FALSE
"157",480.205,"59fa446c05d1d60001f149e1",800,"short","orig","sad",TRUE
"158",450.17,"59fa446c05d1d60001f149e1",400,"short","orig","fear",TRUE
"159",539.715,"59fa446c05d1d60001f149e1",400,"short","orig","fear",TRUE
"160",541.62,"59fa446c05d1d60001f149e1",800,"short","orig","fear",TRUE
"161",5919.4,"5e3c80d18af2be072bbd60cc",800,"short","blob","sad",TRUE
"162",3749.57,"5e3c80d18af2be072bbd60cc",800,"short","blob","sad",TRUE
"163",2652.6,"5e3c80d18af2be072bbd60cc",1600,"long","blob","fear",TRUE
"164",1752.81,"5e3c80d18af2be072bbd60cc",400,"short","blob","fear",TRUE
"165",4319.83,"5e3c80d18af2be072bbd60cc",800,"long","blob","fear",FALSE
"166",2189.38,"5e3c80d18af2be072bbd60cc",1200,"long","blob","fear",TRUE
"167",2297.06,"5e3c80d18af2be072bbd60cc",1000,"long","blob","fear",TRUE
"168",1526.36,"5e3c80d18af2be072bbd60cc",1200,"long","blob","sad",TRUE
"169",937.93,"5e3c80d18af2be072bbd60cc",1400,"long","blob","fear",TRUE
"170",1967.91,"5e3c80d18af2be072bbd60cc",400,"short","blob","sad",TRUE
"171",1061.87,"5e3c80d18af2be072bbd60cc",400,"short","blob","sad",TRUE
"172",1079.23,"5e3c80d18af2be072bbd60cc",400,"short","blob","sad",TRUE
"173",1647.23,"5e3c80d18af2be072bbd60cc",1600,"long","blob","sad",TRUE
"174",1548.11,"5e3c80d18af2be072bbd60cc",600,"short","blob","sad",TRUE
"175",3208.74,"5e3c80d18af2be072bbd60cc",1600,"long","blob","fear",TRUE
"176",782.29,"5e3c80d18af2be072bbd60cc",1600,"long","blob","fear",TRUE
"177",849.075,"5e3c80d18af2be072bbd60cc",1400,"long","blob","fear",TRUE
"178",1998.19,"5e3c80d18af2be072bbd60cc",800,"short","blob","sad",TRUE
"179",2033.22,"5e3c80d18af2be072bbd60cc",600,"short","blob","sad",TRUE
"180",1535.97,"5e3c80d18af2be072bbd60cc",1400,"long","blob","fear",TRUE
"181",970.885,"5be4a509c860ad0001438fd9",600,"short","blob","fear",TRUE
"182",437.085,"5be4a509c860ad0001438fd9",400,"short","blob","sad",TRUE
"183",808.72,"5be4a509c860ad0001438fd9",800,"long","blob","sad",FALSE
"184",537.745,"5be4a509c860ad0001438fd9",1600,"long","blob","sad",TRUE
"185",316.25,"5be4a509c860ad0001438fd9",1600,"long","blob","sad",TRUE
"186",414.025,"5be4a509c860ad0001438fd9",600,"short","blob","fear",TRUE
"187",296.53,"5be4a509c860ad0001438fd9",1400,"long","blob","sad",TRUE
"188",291.44,"5be4a509c860ad0001438fd9",400,"short","blob","fear",TRUE
"189",339.29,"5be4a509c860ad0001438fd9",400,"short","blob","fear",TRUE
"190",442.135,"5be4a509c860ad0001438fd9",1000,"long","blob","fear",TRUE
"191",2085.38,"5be4a509c860ad0001438fd9",800,"long","blob","fear",FALSE
"192",466.89,"5be4a509c860ad0001438fd9",600,"long","blob","sad",FALSE
"193",1563.43,"5be4a509c860ad0001438fd9",600,"short","blob","fear",TRUE
"194",303.035,"5be4a509c860ad0001438fd9",1400,"long","blob","sad",TRUE
"195",359.255,"5be4a509c860ad0001438fd9",1600,"long","blob","sad",TRUE
"196",703.84,"5be4a509c860ad0001438fd9",600,"short","blob","sad",TRUE
"197",341.635,"5be4a509c860ad0001438fd9",1000,"long","blob","fear",TRUE
"198",373.395,"5be4a509c860ad0001438fd9",400,"short","blob","fear",TRUE
"199",336.85,"5be4a509c860ad0001438fd9",400,"short","blob","sad",TRUE
"200",404.935,"5be4a509c860ad0001438fd9",400,"short","blob","fear",TRUE
"201",1205.25,"5b1624dcc85dc400016264fd",800,"short","orig","fear",TRUE
"202",363.88,"5b1624dcc85dc400016264fd",1000,"short","orig","fear",TRUE
"203",304.99,"5b1624dcc85dc400016264fd",600,"short","orig","fear",TRUE
"204",316.805,"5b1624dcc85dc400016264fd",400,"short","orig","fear",TRUE
"205",296.365,"5b1624dcc85dc400016264fd",1200,"short","orig","fear",FALSE
"206",349.005,"5b1624dcc85dc400016264fd",1200,"short","orig","fear",FALSE
"207",287.74,"5b1624dcc85dc400016264fd",1000,"short","orig","sad",TRUE
"208",494.845,"5b1624dcc85dc400016264fd",1400,"short","orig","fear",FALSE
"209",270.71,"5b1624dcc85dc400016264fd",600,"short","orig","sad",TRUE
"210",7950.21,"5b1624dcc85dc400016264fd",1200,"long","orig","sad",TRUE
"211",274.04,"5b1624dcc85dc400016264fd",1400,"long","orig","sad",TRUE
"212",256.97,"5b1624dcc85dc400016264fd",800,"long","orig","sad",FALSE
"213",790.65,"5b1624dcc85dc400016264fd",1200,"long","orig","sad",TRUE
"214",324.325,"5b1624dcc85dc400016264fd",600,"short","orig","fear",TRUE
"215",310.15,"5b1624dcc85dc400016264fd",1600,"long","orig","sad",TRUE
"216",410.395,"5b1624dcc85dc400016264fd",400,"short","orig","sad",TRUE
"217",486.295,"5b1624dcc85dc400016264fd",1400,"long","orig","sad",TRUE
"218",311.215,"5b1624dcc85dc400016264fd",1600,"long","orig","fear",TRUE
"219",244.185,"5b1624dcc85dc400016264fd",1400,"long","orig","fear",TRUE
"220",762.4,"5c3f9ffa1eff330001dee768",600,"short","orig","sad",TRUE
"221",472.815,"5c3f9ffa1eff330001dee768",600,"short","orig","sad",TRUE
"222",306.205,"5c3f9ffa1eff330001dee768",1000,"long","orig","sad",TRUE
"223",484.285,"5c3f9ffa1eff330001dee768",1200,"long","orig","fear",TRUE
"224",376.99,"5c3f9ffa1eff330001dee768",400,"short","orig","sad",TRUE
"225",443.36,"5c3f9ffa1eff330001dee768",400,"short","orig","fear",TRUE
"226",395.58,"5c3f9ffa1eff330001dee768",1000,"long","orig","fear",TRUE
"227",357.09,"5c3f9ffa1eff330001dee768",400,"short","orig","sad",TRUE
"228",337.3,"5c3f9ffa1eff330001dee768",1000,"long","orig","fear",TRUE
"229",1407.87,"5c3f9ffa1eff330001dee768",600,"short","orig","sad",TRUE
"230",390.79,"5c3f9ffa1eff330001dee768",400,"short","orig","sad",TRUE
"231",692.125,"5c3f9ffa1eff330001dee768",600,"short","orig","fear",TRUE
"232",1043.85,"5c3f9ffa1eff330001dee768",600,"short","orig","sad",TRUE
"233",381.67,"5c3f9ffa1eff330001dee768",800,"short","orig","sad",TRUE
"234",362.725,"5c3f9ffa1eff330001dee768",1200,"long","orig","fear",TRUE
"235",404.05,"5c3f9ffa1eff330001dee768",600,"short","orig","sad",TRUE
"236",460.39,"5c3f9ffa1eff330001dee768",600,"short","orig","fear",TRUE
"237",454.105,"5c3f9ffa1eff330001dee768",1600,"long","orig","fear",TRUE
"238",360.13,"5c3f9ffa1eff330001dee768",600,"short","orig","fear",TRUE
"239",344.63,"5c3f9ffa1eff330001dee768",1200,"long","orig","fear",TRUE
"240",221.985,"5d45e7d2da637a00174b9311",600,"short","orig","sad",TRUE
"241",1957.94,"5d45e7d2da637a00174b9311",1000,"long","orig","sad",TRUE
"242",538.765,"5d45e7d2da637a00174b9311",1400,"long","orig","sad",TRUE
"243",492.89,"5d45e7d2da637a00174b9311",400,"short","orig","fear",TRUE
"244",395.9,"5d45e7d2da637a00174b9311",1000,"long","orig","fear",TRUE
"245",350.78,"5d45e7d2da637a00174b9311",600,"short","orig","sad",TRUE
"246",337.225,"5d45e7d2da637a00174b9311",600,"short","orig","fear",TRUE
"247",386.015,"5d45e7d2da637a00174b9311",600,"short","orig","sad",TRUE
"248",351.135,"5d45e7d2da637a00174b9311",400,"short","orig","fear",TRUE
"249",1030.26,"5d45e7d2da637a00174b9311",800,"short","orig","sad",TRUE
"250",411.315,"5d45e7d2da637a00174b9311",400,"short","orig","fear",TRUE
"251",647.57,"5d45e7d2da637a00174b9311",1600,"long","orig","sad",TRUE
"252",966.985,"5d45e7d2da637a00174b9311",800,"long","orig","fear",FALSE
"253",365.255,"5d45e7d2da637a00174b9311",600,"short","orig","fear",TRUE
"254",410.9,"5d45e7d2da637a00174b9311",400,"short","orig","sad",TRUE
"255",340.685,"5d45e7d2da637a00174b9311",400,"short","orig","fear",TRUE
"256",300.335,"5d45e7d2da637a00174b9311",800,"short","orig","fear",TRUE
"257",409.415,"5d45e7d2da637a00174b9311",1200,"long","orig","fear",TRUE
"258",388.73,"5d45e7d2da637a00174b9311",1600,"long","orig","sad",TRUE
"259",292.11,"5d45e7d2da637a00174b9311",1000,"long","orig","sad",TRUE
"260",1147.54,"5978c9b421db3a0001417292",1400,"long","blob","fear",TRUE
"261",333.995,"5978c9b421db3a0001417292",1400,"long","blob","sad",TRUE
"262",704.285,"5978c9b421db3a0001417292",1200,"long","blob","fear",TRUE
"263",336.475,"5978c9b421db3a0001417292",1200,"long","blob","fear",TRUE
"264",1001.79,"5978c9b421db3a0001417292",400,"short","blob","sad",TRUE
"265",279.625,"5978c9b421db3a0001417292",1600,"long","blob","sad",TRUE
"266",298.355,"5978c9b421db3a0001417292",600,"short","blob","fear",TRUE
"267",332.815,"5978c9b421db3a0001417292",1400,"long","blob","fear",TRUE
"268",655.285,"5978c9b421db3a0001417292",1600,"long","blob","sad",TRUE
"269",474.315,"5978c9b421db3a0001417292",1600,"long","blob","fear",TRUE
"270",937.1,"5978c9b421db3a0001417292",400,"short","blob","fear",TRUE
"271",902.41,"5978c9b421db3a0001417292",800,"long","blob","sad",FALSE
"272",350.54,"5978c9b421db3a0001417292",1400,"long","blob","fear",TRUE
"273",319.4,"5978c9b421db3a0001417292",1600,"long","blob","fear",TRUE
"274",326.34,"5978c9b421db3a0001417292",1600,"long","blob","sad",TRUE
"275",273.75,"5978c9b421db3a0001417292",400,"short","blob","sad",TRUE
"276",411.71,"5978c9b421db3a0001417292",1000,"long","blob","sad",TRUE
"277",328.85,"5978c9b421db3a0001417292",600,"short","blob","sad",TRUE
"278",218.845,"5978c9b421db3a0001417292",600,"short","blob","sad",TRUE
"279",134.165,"5978c9b421db3a0001417292",800,"short","blob","fear",TRUE
"280",2540.69,"5a3e33167aebf70001152702",800,"short","orig","fear",TRUE
"281",344.985,"5a3e33167aebf70001152702",800,"short","orig","fear",TRUE
"282",402.155,"5a3e33167aebf70001152702",1400,"short","orig","sad",FALSE
"283",133.295,"5a3e33167aebf70001152702",800,"short","orig","fear",TRUE
"284",117.175,"5a3e33167aebf70001152702",800,"short","orig","fear",TRUE
"285",288.925,"5a3e33167aebf70001152702",400,"short","orig","sad",TRUE
"286",282.72,"5a3e33167aebf70001152702",400,"short","orig","sad",TRUE
"287",511.605,"5a3e33167aebf70001152702",1200,"long","orig","fear",TRUE
"288",287.095,"5a3e33167aebf70001152702",600,"short","orig","sad",TRUE
"289",267.335,"5a3e33167aebf70001152702",400,"short","orig","fear",TRUE
"290",271.665,"5a3e33167aebf70001152702",400,"short","orig","sad",TRUE
"291",544.515,"5a3e33167aebf70001152702",1400,"long","orig","fear",TRUE
"292",308.42,"5a3e33167aebf70001152702",400,"short","orig","sad",TRUE
"293",374.645,"5a3e33167aebf70001152702",1400,"long","orig","sad",TRUE
"294",249.23,"5a3e33167aebf70001152702",400,"short","orig","fear",TRUE
"295",289.44,"5a3e33167aebf70001152702",400,"short","orig","sad",TRUE
"296",122.05,"5a3e33167aebf70001152702",1000,"short","orig","sad",TRUE
"297",1515.01,"5a3e33167aebf70001152702",1000,"short","orig","sad",TRUE
"298",653.91,"5a3e33167aebf70001152702",1200,"short","orig","fear",FALSE
"299",377.355,"5a3e33167aebf70001152702",600,"short","orig","fear",TRUE
"300",1517,"5bbe5cc85c08e7000173e86a",400,"short","blob","fear",TRUE
"301",1069,"5bbe5cc85c08e7000173e86a",400,"short","blob","sad",TRUE
"302",978,"5bbe5cc85c08e7000173e86a",400,"short","blob","fear",TRUE
"303",966,"5bbe5cc85c08e7000173e86a",1400,"long","blob","sad",TRUE
"304",104,"5bbe5cc85c08e7000173e86a",1600,"long","blob","fear",TRUE
"305",90,"5bbe5cc85c08e7000173e86a",400,"short","blob","sad",TRUE
"306",40,"5bbe5cc85c08e7000173e86a",400,"short","blob","fear",TRUE
"307",107,"5bbe5cc85c08e7000173e86a",1400,"long","blob","sad",TRUE
"308",1372,"5bbe5cc85c08e7000173e86a",800,"long","blob","fear",FALSE
"309",729,"5bbe5cc85c08e7000173e86a",1400,"long","blob","fear",TRUE
"310",658,"5bbe5cc85c08e7000173e86a",1400,"long","blob","fear",TRUE
"311",251,"5bbe5cc85c08e7000173e86a",1400,"long","blob","sad",TRUE
"312",257,"5bbe5cc85c08e7000173e86a",400,"short","blob","sad",TRUE
"313",3585,"5bbe5cc85c08e7000173e86a",1400,"long","blob","fear",TRUE
"314",709,"5bbe5cc85c08e7000173e86a",600,"short","blob","sad",TRUE
"315",756,"5bbe5cc85c08e7000173e86a",1000,"long","blob","sad",TRUE
"316",767,"5bbe5cc85c08e7000173e86a",400,"short","blob","sad",TRUE
"317",798,"5bbe5cc85c08e7000173e86a",400,"short","blob","fear",TRUE
"318",1354,"5bbe5cc85c08e7000173e86a",800,"long","blob","fear",FALSE
"319",954,"5bbe5cc85c08e7000173e86a",1200,"long","blob","sad",TRUE
"320",1447.7,"5afc9c20fa4ce800018e5166",400,"short","blob","fear",TRUE
"321",2592.78,"5afc9c20fa4ce800018e5166",600,"short","blob","fear",TRUE
"322",903.895,"5afc9c20fa4ce800018e5166",1400,"long","blob","fear",TRUE
"323",1178.68,"5afc9c20fa4ce800018e5166",1000,"long","blob","fear",TRUE
"324",1312.38,"5afc9c20fa4ce800018e5166",1400,"long","blob","sad",TRUE
"325",756.515,"5afc9c20fa4ce800018e5166",1400,"long","blob","sad",TRUE
"326",702.84,"5afc9c20fa4ce800018e5166",800,"short","blob","fear",TRUE
"327",124.275,"5afc9c20fa4ce800018e5166",400,"short","blob","sad",TRUE
"328",500.475,"5afc9c20fa4ce800018e5166",1400,"long","blob","fear",TRUE
"329",768.96,"5afc9c20fa4ce800018e5166",1200,"long","blob","sad",TRUE
"330",14.435,"5afc9c20fa4ce800018e5166",1200,"long","blob","sad",TRUE
"331",1852.4,"5afc9c20fa4ce800018e5166",800,"short","blob","sad",TRUE
"332",132.085,"5afc9c20fa4ce800018e5166",400,"short","blob","fear",TRUE
"333",586.545,"5afc9c20fa4ce800018e5166",1400,"long","blob","sad",TRUE
"334",108.44,"5afc9c20fa4ce800018e5166",400,"short","blob","sad",TRUE
"335",6002.84,"5afc9c20fa4ce800018e5166",1400,"long","blob","sad",TRUE
"336",167.165,"5afc9c20fa4ce800018e5166",400,"short","blob","fear",TRUE
"337",1039.66,"5afc9c20fa4ce800018e5166",1200,"long","blob","fear",TRUE
"338",700.48,"5afc9c20fa4ce800018e5166",1000,"long","blob","sad",TRUE
"339",510.99,"5afc9c20fa4ce800018e5166",1000,"long","blob","fear",TRUE
"340",1087.19,"5ba863a346de410001ecfb2a",1200,"short","orig","sad",FALSE
"341",512.445,"5ba863a346de410001ecfb2a",400,"short","orig","sad",TRUE
"342",554.26,"5ba863a346de410001ecfb2a",800,"long","orig","sad",FALSE
