"","rt","subject_id","img_duration","responded","condition","emotion","correct"
"1879",2415,"5e6ea99b1c41e546a2943572",800,"short","orig","sad",TRUE
"1880",1757,"5e6ea99b1c41e546a2943572",400,"short","orig","sad",TRUE
"1881",943,"5e6ea99b1c41e546a2943572",1200,"long","orig","fear",TRUE
"1882",907,"5e6ea99b1c41e546a2943572",800,"short","orig","fear",TRUE
"1883",816,"5e6ea99b1c41e546a2943572",1600,"long","orig","sad",TRUE
"1884",694,"5e6ea99b1c41e546a2943572",400,"short","orig","sad",TRUE
"1885",843,"5e6ea99b1c41e546a2943572",1000,"long","orig","fear",TRUE
"1886",427,"5e6ea99b1c41e546a2943572",400,"short","orig","fear",TRUE
"1887",653,"5e6ea99b1c41e546a2943572",1600,"long","orig","sad",TRUE
"1888",673,"5e6ea99b1c41e546a2943572",1600,"long","orig","sad",TRUE
"1889",1317,"5e6ea99b1c41e546a2943572",1400,"long","orig","sad",TRUE
"1890",532,"5e6ea99b1c41e546a2943572",600,"short","orig","sad",TRUE
"1891",823,"5e6ea99b1c41e546a2943572",800,"short","orig","fear",TRUE
"1892",403,"5e6ea99b1c41e546a2943572",400,"short","orig","sad",TRUE
"1893",882,"5e6ea99b1c41e546a2943572",1000,"long","orig","fear",TRUE
"1894",368,"5e6ea99b1c41e546a2943572",1200,"long","orig","fear",TRUE
"1895",367,"5e6ea99b1c41e546a2943572",800,"short","orig","fear",TRUE
"1896",2732,"5e6ea99b1c41e546a2943572",600,"short","orig","fear",TRUE
"1897",829,"5e6ea99b1c41e546a2943572",1200,"long","orig","sad",TRUE
"1898",412,"5e6ea99b1c41e546a2943572",1600,"long","orig","fear",TRUE
"1899",1861.21,"5d376e841a42200017acc6ab",400,"short","blob","sad",TRUE
"1900",1307.42,"5d376e841a42200017acc6ab",1400,"long","blob","sad",TRUE
"1901",662.205,"5d376e841a42200017acc6ab",400,"short","blob","fear",TRUE
"1902",5811.65,"5d376e841a42200017acc6ab",800,"short","blob","fear",TRUE
"1903",1657.65,"5d376e841a42200017acc6ab",1200,"long","blob","fear",TRUE
"1904",720.8,"5d376e841a42200017acc6ab",1600,"long","blob","fear",TRUE
"1905",1653.61,"5d376e841a42200017acc6ab",800,"short","blob","sad",TRUE
"1906",1607.04,"5d376e841a42200017acc6ab",1200,"long","blob","fear",TRUE
"1907",412.045,"5d376e841a42200017acc6ab",400,"short","blob","sad",TRUE
"1908",390.59,"5d376e841a42200017acc6ab",1000,"long","blob","fear",TRUE
"1909",377.215,"5d376e841a42200017acc6ab",400,"short","blob","sad",TRUE
"1910",1476.13,"5d376e841a42200017acc6ab",800,"long","blob","sad",FALSE
"1911",643.025,"5d376e841a42200017acc6ab",400,"short","blob","fear",TRUE
"1912",886.67,"5d376e841a42200017acc6ab",1000,"long","blob","fear",TRUE
"1913",2274.5,"5d376e841a42200017acc6ab",1400,"long","blob","fear",TRUE
"1914",1445.02,"5d376e841a42200017acc6ab",800,"short","blob","sad",TRUE
"1915",387.46,"5d376e841a42200017acc6ab",1400,"long","blob","sad",TRUE
"1916",646.9,"5d376e841a42200017acc6ab",600,"short","blob","sad",TRUE
"1917",338.565,"5d376e841a42200017acc6ab",400,"short","blob","fear",TRUE
"1918",682.36,"5d376e841a42200017acc6ab",600,"short","blob","sad",TRUE
"1919",2635.98,"5b47d4d64ec89e00015e3c04",1000,"short","orig","sad",TRUE
"1920",1345.47,"5b47d4d64ec89e00015e3c04",600,"short","orig","sad",TRUE
"1921",1724.03,"5b47d4d64ec89e00015e3c04",1200,"short","orig","fear",FALSE
"1922",970.7,"5b47d4d64ec89e00015e3c04",400,"short","orig","sad",TRUE
"1923",1710.31,"5b47d4d64ec89e00015e3c04",1600,"long","orig","fear",TRUE
"1924",1183.13,"5b47d4d64ec89e00015e3c04",800,"short","orig","fear",TRUE
"1925",749.8,"5b47d4d64ec89e00015e3c04",400,"short","orig","fear",TRUE
"1926",800.48,"5b47d4d64ec89e00015e3c04",1400,"long","orig","fear",TRUE
"1927",1127.14,"5b47d4d64ec89e00015e3c04",1200,"short","orig","sad",FALSE
"1928",1420.53,"5b47d4d64ec89e00015e3c04",1400,"short","orig","fear",FALSE
"1929",1138.88,"5b47d4d64ec89e00015e3c04",1200,"long","orig","sad",TRUE
"1930",790.58,"5b47d4d64ec89e00015e3c04",1600,"long","orig","fear",TRUE
"1931",942.45,"5b47d4d64ec89e00015e3c04",400,"short","orig","fear",TRUE
"1932",427.255,"5b47d4d64ec89e00015e3c04",400,"short","orig","sad",TRUE
"1933",552.035,"5b47d4d64ec89e00015e3c04",400,"short","orig","fear",TRUE
"1934",740.495,"5b47d4d64ec89e00015e3c04",1000,"short","orig","sad",TRUE
"1935",1063.94,"5b47d4d64ec89e00015e3c04",800,"short","orig","fear",TRUE
"1936",460.34,"5b47d4d64ec89e00015e3c04",1400,"long","orig","sad",TRUE
"1937",1022.89,"5b47d4d64ec89e00015e3c04",1200,"long","orig","sad",TRUE
"1938",804.215,"5b47d4d64ec89e00015e3c04",1200,"long","orig","sad",TRUE
"1939",629.045,"5976052c435a750001158dac",400,"short","orig","sad",TRUE
"1940",571.3,"5976052c435a750001158dac",1400,"long","orig","sad",TRUE
"1941",658.665,"5976052c435a750001158dac",400,"short","orig","sad",TRUE
"1942",1297.21,"5976052c435a750001158dac",1000,"long","orig","sad",TRUE
"1943",515.125,"5976052c435a750001158dac",1400,"long","orig","sad",TRUE
"1944",469.165,"5976052c435a750001158dac",1400,"long","orig","sad",TRUE
"1945",765.245,"5976052c435a750001158dac",1600,"long","orig","fear",TRUE
"1946",452.885,"5976052c435a750001158dac",1200,"long","orig","fear",TRUE
"1947",455.875,"5976052c435a750001158dac",800,"short","orig","fear",TRUE
"1948",600.765,"5976052c435a750001158dac",1200,"long","orig","sad",TRUE
"1949",444.045,"5976052c435a750001158dac",1400,"long","orig","fear",TRUE
"1950",839.89,"5976052c435a750001158dac",600,"short","orig","fear",TRUE
"1951",677.595,"5976052c435a750001158dac",400,"short","orig","sad",TRUE
"1952",745.79,"5976052c435a750001158dac",1000,"short","orig","fear",TRUE
"1953",607.505,"5976052c435a750001158dac",800,"short","orig","sad",TRUE
"1954",481.875,"5976052c435a750001158dac",600,"short","orig","sad",TRUE
"1955",454.445,"5976052c435a750001158dac",400,"short","orig","fear",TRUE
"1956",1098.36,"5976052c435a750001158dac",600,"short","orig","fear",TRUE
"1957",788.725,"5976052c435a750001158dac",1200,"long","orig","fear",TRUE
"1958",671.995,"5976052c435a750001158dac",1200,"long","orig","fear",TRUE
"1959",1891,"5e432a13b923be1d29f6332c",800,"short","blob","sad",TRUE
"1960",1818,"5e432a13b923be1d29f6332c",1200,"long","blob","fear",TRUE
"1961",1260,"5e432a13b923be1d29f6332c",400,"short","blob","sad",TRUE
"1962",1315,"5e432a13b923be1d29f6332c",1000,"long","blob","sad",TRUE
"1963",1962,"5e432a13b923be1d29f6332c",1000,"long","blob","fear",TRUE
"1964",1020,"5e432a13b923be1d29f6332c",1400,"long","blob","fear",TRUE
"1965",800,"5e432a13b923be1d29f6332c",600,"short","blob","fear",TRUE
"1966",789,"5e432a13b923be1d29f6332c",800,"short","blob","fear",TRUE
"1967",1043,"5e432a13b923be1d29f6332c",1000,"long","blob","sad",TRUE
"1968",533,"5e432a13b923be1d29f6332c",400,"short","blob","fear",TRUE
"1969",1374,"5e432a13b923be1d29f6332c",1000,"long","blob","sad",TRUE
"1970",533,"5e432a13b923be1d29f6332c",1200,"long","blob","sad",TRUE
"1971",405,"5e432a13b923be1d29f6332c",1000,"long","blob","sad",TRUE
"1972",738,"5e432a13b923be1d29f6332c",1600,"long","blob","sad",TRUE
"1973",341,"5e432a13b923be1d29f6332c",1200,"long","blob","fear",TRUE
"1974",1068,"5e432a13b923be1d29f6332c",800,"short","blob","sad",TRUE
"1975",307,"5e432a13b923be1d29f6332c",400,"short","blob","fear",TRUE
"1976",429,"5e432a13b923be1d29f6332c",1200,"long","blob","fear",TRUE
"1977",500,"5e432a13b923be1d29f6332c",400,"short","blob","sad",TRUE
"1978",317,"5e432a13b923be1d29f6332c",1000,"long","blob","fear",TRUE
"1979",4000.95,"5dfe9181c0b81fb1e72997f8",1200,"short","blob","sad",FALSE
"1980",360.2,"5dfe9181c0b81fb1e72997f8",1600,"long","blob","fear",TRUE
"1981",1095.82,"5dfe9181c0b81fb1e72997f8",1400,"long","blob","fear",TRUE
"1982",597.84,"5dfe9181c0b81fb1e72997f8",800,"short","blob","fear",TRUE
"1983",1075.81,"5dfe9181c0b81fb1e72997f8",1000,"short","blob","fear",TRUE
"1984",840.78,"5dfe9181c0b81fb1e72997f8",1200,"short","blob","sad",FALSE
"1985",419.64,"5dfe9181c0b81fb1e72997f8",800,"short","blob","sad",TRUE
"1986",581.215,"5dfe9181c0b81fb1e72997f8",1200,"short","blob","fear",FALSE
"1987",55.16,"5dfe9181c0b81fb1e72997f8",600,"short","blob","sad",TRUE
"1988",606.295,"5dfe9181c0b81fb1e72997f8",600,"short","blob","sad",TRUE
"1989",410.315,"5dfe9181c0b81fb1e72997f8",800,"short","blob","sad",TRUE
"1990",368.825,"5dfe9181c0b81fb1e72997f8",1200,"short","blob","sad",FALSE
"1991",334.715,"5dfe9181c0b81fb1e72997f8",600,"short","blob","fear",TRUE
"1992",397.68,"5dfe9181c0b81fb1e72997f8",1000,"short","blob","fear",TRUE
"1993",854.345,"5dfe9181c0b81fb1e72997f8",1600,"long","blob","sad",TRUE
"1994",385.355,"5dfe9181c0b81fb1e72997f8",400,"short","blob","sad",TRUE
"1995",464.145,"5dfe9181c0b81fb1e72997f8",600,"short","blob","fear",TRUE
"1996",376.76,"5dfe9181c0b81fb1e72997f8",400,"short","blob","fear",TRUE
"1997",395.3,"5dfe9181c0b81fb1e72997f8",800,"short","blob","sad",TRUE
"1998",359.965,"5dfe9181c0b81fb1e72997f8",1000,"short","blob","fear",TRUE
"1999",1693,"5c520d861215a60001c3cd85",600,"short","orig","fear",TRUE
"2000",1057,"5c520d861215a60001c3cd85",1600,"long","orig","fear",TRUE
"2001",1684,"5c520d861215a60001c3cd85",1000,"long","orig","fear",TRUE
"2002",602,"5c520d861215a60001c3cd85",1200,"long","orig","sad",TRUE
"2003",354,"5c520d861215a60001c3cd85",1000,"short","orig","sad",TRUE
"2004",1567,"5c520d861215a60001c3cd85",400,"short","orig","fear",TRUE
"2005",678,"5c520d861215a60001c3cd85",1000,"long","orig","sad",TRUE
"2006",474,"5c520d861215a60001c3cd85",400,"short","orig","sad",TRUE
"2007",427,"5c520d861215a60001c3cd85",400,"short","orig","sad",TRUE
"2008",575,"5c520d861215a60001c3cd85",1400,"long","orig","sad",TRUE
"2009",463,"5c520d861215a60001c3cd85",1600,"long","orig","sad",TRUE
"2010",717,"5c520d861215a60001c3cd85",1400,"long","orig","fear",TRUE
"2011",965,"5c520d861215a60001c3cd85",1600,"long","orig","fear",TRUE
"2012",350,"5c520d861215a60001c3cd85",400,"short","orig","sad",TRUE
"2013",738,"5c520d861215a60001c3cd85",1200,"long","orig","fear",TRUE
"2014",500,"5c520d861215a60001c3cd85",1400,"long","orig","sad",TRUE
"2015",431,"5c520d861215a60001c3cd85",1000,"long","orig","fear",TRUE
"2016",364,"5c520d861215a60001c3cd85",600,"short","orig","sad",TRUE
"2017",348,"5c520d861215a60001c3cd85",1200,"long","orig","fear",TRUE
"2018",399,"5c520d861215a60001c3cd85",1400,"long","orig","fear",TRUE
"2019",2635.88,"5d5ed2dd9f1cc00001c45026",800,"short","blob","sad",TRUE
"2020",998.76,"5d5ed2dd9f1cc00001c45026",400,"short","blob","fear",TRUE
"2021",769.445,"5d5ed2dd9f1cc00001c45026",400,"short","blob","fear",TRUE
"2022",698.34,"5d5ed2dd9f1cc00001c45026",400,"short","blob","sad",TRUE
"2023",1034.6,"5d5ed2dd9f1cc00001c45026",1400,"long","blob","sad",TRUE
"2024",1230.7,"5d5ed2dd9f1cc00001c45026",1000,"long","blob","fear",TRUE
"2025",607.95,"5d5ed2dd9f1cc00001c45026",400,"short","blob","sad",TRUE
"2026",1081.82,"5d5ed2dd9f1cc00001c45026",1600,"long","blob","sad",TRUE
"2027",931.645,"5d5ed2dd9f1cc00001c45026",1400,"long","blob","sad",TRUE
"2028",847.295,"5d5ed2dd9f1cc00001c45026",1200,"long","blob","sad",TRUE
"2029",812.61,"5d5ed2dd9f1cc00001c45026",1400,"long","blob","sad",TRUE
"2030",736.46,"5d5ed2dd9f1cc00001c45026",600,"short","blob","fear",TRUE
"2031",596.105,"5d5ed2dd9f1cc00001c45026",1000,"long","blob","fear",TRUE
"2032",1346.5,"5d5ed2dd9f1cc00001c45026",1600,"long","blob","sad",TRUE
"2033",2441.4,"5d5ed2dd9f1cc00001c45026",1600,"long","blob","sad",TRUE
"2034",1339.65,"5d5ed2dd9f1cc00001c45026",400,"short","blob","fear",TRUE
"2035",3340.59,"5d5ed2dd9f1cc00001c45026",1600,"long","blob","fear",TRUE
"2036",901.695,"5d5ed2dd9f1cc00001c45026",400,"short","blob","fear",TRUE
"2037",3032.95,"5d5ed2dd9f1cc00001c45026",400,"short","blob","fear",TRUE
"2038",1231.96,"5d5ed2dd9f1cc00001c45026",600,"short","blob","fear",TRUE
"2039",663,"5dc391dd84b4cf2969301fa7",600,"short","orig","sad",TRUE
"2040",590,"5dc391dd84b4cf2969301fa7",1600,"long","orig","sad",TRUE
"2041",1346,"5dc391dd84b4cf2969301fa7",1200,"long","orig","sad",TRUE
"2042",768,"5dc391dd84b4cf2969301fa7",1600,"long","orig","fear",TRUE
"2043",623,"5dc391dd84b4cf2969301fa7",1200,"long","orig","fear",TRUE
"2044",442,"5dc391dd84b4cf2969301fa7",1200,"long","orig","fear",TRUE
"2045",192,"5dc391dd84b4cf2969301fa7",1000,"short","orig","sad",TRUE
"2046",177,"5dc391dd84b4cf2969301fa7",1200,"long","orig","sad",TRUE
"2047",337,"5dc391dd84b4cf2969301fa7",800,"short","orig","fear",TRUE
"2048",156,"5dc391dd84b4cf2969301fa7",1200,"short","orig","sad",FALSE
"2049",128,"5dc391dd84b4cf2969301fa7",400,"short","orig","sad",TRUE
"2050",114,"5dc391dd84b4cf2969301fa7",600,"short","orig","fear",TRUE
"2051",475,"5dc391dd84b4cf2969301fa7",600,"short","orig","sad",TRUE
"2052",1177,"5dc391dd84b4cf2969301fa7",400,"short","orig","fear",TRUE
"2053",979,"5dc391dd84b4cf2969301fa7",800,"short","orig","sad",TRUE
"2054",44,"5dc391dd84b4cf2969301fa7",1400,"long","orig","fear",TRUE
"2055",466,"5dc391dd84b4cf2969301fa7",1600,"long","orig","sad",TRUE
"2056",74,"5dc391dd84b4cf2969301fa7",1000,"short","orig","fear",TRUE
"2057",1445,"5dc391dd84b4cf2969301fa7",800,"short","orig","fear",TRUE
"2058",445,"5dc391dd84b4cf2969301fa7",800,"short","orig","fear",TRUE
"2059",1795.15,"5d534a87dccb050001bd5dbc",400,"long","blob","sad",FALSE
"2060",1179.94,"5d534a87dccb050001bd5dbc",400,"short","blob","fear",TRUE
"2061",773.265,"5d534a87dccb050001bd5dbc",1000,"long","blob","fear",TRUE
"2062",2338.56,"5d534a87dccb050001bd5dbc",1000,"long","blob","sad",TRUE
"2063",1419.79,"5d534a87dccb050001bd5dbc",800,"long","blob","fear",FALSE
"2064",549.035,"5d534a87dccb050001bd5dbc",1400,"long","blob","sad",TRUE
"2065",2344.44,"5d534a87dccb050001bd5dbc",600,"short","blob","fear",TRUE
"2066",563.165,"5d534a87dccb050001bd5dbc",800,"long","blob","sad",FALSE
"2067",477.37,"5d534a87dccb050001bd5dbc",400,"short","blob","fear",TRUE
"2068",484.97,"5d534a87dccb050001bd5dbc",1600,"long","blob","fear",TRUE
"2069",470.29,"5d534a87dccb050001bd5dbc",400,"short","blob","sad",TRUE
"2070",610.965,"5d534a87dccb050001bd5dbc",1200,"long","blob","sad",TRUE
"2071",545.9,"5d534a87dccb050001bd5dbc",1400,"long","blob","sad",TRUE
"2072",538.215,"5d534a87dccb050001bd5dbc",1000,"short","blob","fear",TRUE
"2073",418.3,"5d534a87dccb050001bd5dbc",400,"short","blob","fear",TRUE
"2074",832.285,"5d534a87dccb050001bd5dbc",1400,"long","blob","fear",TRUE
"2075",751.235,"5d534a87dccb050001bd5dbc",600,"short","blob","fear",TRUE
"2076",467.28,"5d534a87dccb050001bd5dbc",400,"short","blob","sad",TRUE
"2077",512.56,"5d534a87dccb050001bd5dbc",600,"long","blob","sad",FALSE
"2078",349.38,"5d534a87dccb050001bd5dbc",400,"short","blob","sad",TRUE
"2079",3844.2,"5b7850cef642ed0001517c4d",1000,"short","blob","fear",TRUE
"2080",1106.7,"5b7850cef642ed0001517c4d",1600,"long","blob","fear",TRUE
"2081",753,"5b7850cef642ed0001517c4d",400,"short","blob","sad",TRUE
"2082",784.2,"5b7850cef642ed0001517c4d",400,"short","blob","sad",TRUE
"2083",591.5,"5b7850cef642ed0001517c4d",1400,"long","blob","sad",TRUE
"2084",734.7,"5b7850cef642ed0001517c4d",1000,"short","blob","sad",TRUE
"2085",834.9,"5b7850cef642ed0001517c4d",1200,"long","blob","fear",TRUE
"2086",646.2,"5b7850cef642ed0001517c4d",400,"short","blob","sad",TRUE
"2087",1399.1,"5b7850cef642ed0001517c4d",800,"short","blob","fear",TRUE
"2088",777.8,"5b7850cef642ed0001517c4d",1000,"long","blob","fear",TRUE
"2089",776.4,"5b7850cef642ed0001517c4d",800,"short","blob","fear",TRUE
"2090",598.3,"5b7850cef642ed0001517c4d",400,"short","blob","sad",TRUE
"2091",1490.4,"5b7850cef642ed0001517c4d",600,"short","blob","fear",TRUE
"2092",998.2,"5b7850cef642ed0001517c4d",1000,"long","blob","sad",TRUE
"2093",505.1,"5b7850cef642ed0001517c4d",1200,"long","blob","sad",TRUE
"2094",567.9,"5b7850cef642ed0001517c4d",400,"short","blob","sad",TRUE
"2095",767.2,"5b7850cef642ed0001517c4d",400,"short","blob","fear",TRUE
"2096",806.1,"5b7850cef642ed0001517c4d",400,"short","blob","sad",TRUE
"2097",490.7,"5b7850cef642ed0001517c4d",1600,"long","blob","fear",TRUE
"2098",586.3,"5b7850cef642ed0001517c4d",400,"short","blob","fear",TRUE
"2099",708.35,"5e917e00d5013b4a8752c1fd",1600,"long","orig","fear",TRUE
"2100",665.165,"5e917e00d5013b4a8752c1fd",400,"short","orig","sad",TRUE
"2101",826.63,"5e917e00d5013b4a8752c1fd",1000,"long","orig","sad",TRUE
"2102",498.89,"5e917e00d5013b4a8752c1fd",400,"short","orig","fear",TRUE
"2103",597.85,"5e917e00d5013b4a8752c1fd",1000,"long","orig","fear",TRUE
"2104",15290.9,"5e917e00d5013b4a8752c1fd",800,"short","orig","sad",TRUE
"2105",2026.02,"5e917e00d5013b4a8752c1fd",800,"long","orig","sad",FALSE
"2106",603.645,"5e917e00d5013b4a8752c1fd",1400,"long","orig","fear",TRUE
"2107",629.1,"5e917e00d5013b4a8752c1fd",1400,"long","orig","sad",TRUE
"2108",2456.73,"5e917e00d5013b4a8752c1fd",1000,"short","orig","fear",TRUE
"2109",1693.83,"5e917e00d5013b4a8752c1fd",1000,"short","orig","sad",TRUE
"2110",689.605,"5e917e00d5013b4a8752c1fd",1400,"long","orig","sad",TRUE
"2111",961.22,"5e917e00d5013b4a8752c1fd",1200,"short","orig","sad",FALSE
"2112",527.05,"5e917e00d5013b4a8752c1fd",1200,"long","orig","fear",TRUE
"2113",460.05,"5e917e00d5013b4a8752c1fd",800,"short","orig","sad",TRUE
"2114",389.675,"5e917e00d5013b4a8752c1fd",1600,"long","orig","fear",TRUE
"2115",1862.45,"5e917e00d5013b4a8752c1fd",1200,"short","orig","fear",FALSE
"2116",459.91,"5e917e00d5013b4a8752c1fd",1200,"long","orig","sad",TRUE
"2117",672.36,"5e917e00d5013b4a8752c1fd",600,"short","orig","fear",TRUE
"2118",429.995,"5e917e00d5013b4a8752c1fd",1400,"long","orig","fear",TRUE
"2119",793,"5908826f7a321c0001261e69",1000,"long","orig","sad",TRUE
"2120",1272,"5908826f7a321c0001261e69",1200,"long","orig","fear",TRUE
"2121",1185,"5908826f7a321c0001261e69",600,"short","orig","fear",TRUE
"2122",418,"5908826f7a321c0001261e69",400,"short","orig","fear",TRUE
"2123",78,"5908826f7a321c0001261e69",600,"short","orig","sad",TRUE
"2124",446,"5908826f7a321c0001261e69",400,"short","orig","fear",TRUE
"2125",399,"5908826f7a321c0001261e69",400,"short","orig","fear",TRUE
"2126",455,"5908826f7a321c0001261e69",600,"short","orig","sad",TRUE
"2127",907,"5908826f7a321c0001261e69",1200,"long","orig","sad",TRUE
"2128",529,"5908826f7a321c0001261e69",1000,"long","orig","sad",TRUE
"2129",1668,"5ddc2f1f45fb05b81ca70344",1600,"long","blob","fear",TRUE
"2130",981,"5908826f7a321c0001261e69",1400,"long","orig","fear",TRUE
"2131",566,"5ddc2f1f45fb05b81ca70344",1600,"long","blob","fear",TRUE
"2132",926,"5908826f7a321c0001261e69",1000,"long","orig","sad",TRUE
"2133",773,"5ddc2f1f45fb05b81ca70344",1000,"long","blob","sad",TRUE
"2134",786,"5908826f7a321c0001261e69",600,"short","orig","sad",TRUE
"2135",1043,"5ddc2f1f45fb05b81ca70344",1600,"long","blob","sad",TRUE
"2136",959,"5908826f7a321c0001261e69",600,"short","orig","sad",TRUE
"2137",1121,"5ddc2f1f45fb05b81ca70344",600,"short","blob","fear",TRUE
"2138",701,"5908826f7a321c0001261e69",1200,"long","orig","fear",TRUE
"2139",1243,"5ddc2f1f45fb05b81ca70344",400,"short","blob","fear",TRUE
"2140",424,"5908826f7a321c0001261e69",800,"short","orig","fear",TRUE
"2141",875,"5ddc2f1f45fb05b81ca70344",1400,"long","blob","fear",TRUE
"2142",445,"5908826f7a321c0001261e69",800,"long","orig","fear",FALSE
"2143",785,"5ddc2f1f45fb05b81ca70344",1200,"long","blob","fear",TRUE
"2144",543,"5908826f7a321c0001261e69",800,"short","orig","sad",TRUE
"2145",4646,"5ddc2f1f45fb05b81ca70344",800,"short","blob","fear",TRUE
"2146",446,"5908826f7a321c0001261e69",1400,"long","orig","sad",TRUE
"2147",1242,"5ddc2f1f45fb05b81ca70344",1600,"long","blob","fear",TRUE
"2148",424,"5908826f7a321c0001261e69",1200,"long","orig","fear",TRUE
"2149",3847,"5ddc2f1f45fb05b81ca70344",1000,"long","blob","sad",TRUE
"2150",458,"5ddc2f1f45fb05b81ca70344",1400,"long","blob","sad",TRUE
"2151",3158,"5ddc2f1f45fb05b81ca70344",1000,"short","blob","fear",TRUE
"2152",2255,"5ddc2f1f45fb05b81ca70344",1600,"long","blob","sad",TRUE
"2153",1605,"5ddc2f1f45fb05b81ca70344",400,"short","blob","sad",TRUE
"2154",480,"5ddc2f1f45fb05b81ca70344",1400,"long","blob","sad",TRUE
"2155",931,"5ddc2f1f45fb05b81ca70344",800,"short","blob","sad",TRUE
"2156",792,"5ddc2f1f45fb05b81ca70344",1600,"long","blob","fear",TRUE
"2157",860,"5ddc2f1f45fb05b81ca70344",1600,"long","blob","sad",TRUE
"2158",584,"5ddc2f1f45fb05b81ca70344",400,"short","blob","sad",TRUE
"2159",2372.73,"5c08450f5b32d500012e371b",1600,"long","orig","sad",TRUE
"2160",6898.12,"5c08450f5b32d500012e371b",600,"long","orig","fear",FALSE
"2161",829.66,"5c08450f5b32d500012e371b",400,"short","orig","fear",TRUE
"2162",547.335,"5c08450f5b32d500012e371b",1000,"long","orig","fear",TRUE
"2163",1680.09,"5c08450f5b32d500012e371b",1400,"long","orig","sad",TRUE
"2164",2059.65,"5c08450f5b32d500012e371b",800,"short","orig","fear",TRUE
"2165",918.965,"5c08450f5b32d500012e371b",800,"long","orig","sad",FALSE
"2166",624.665,"5c08450f5b32d500012e371b",1600,"long","orig","sad",TRUE
"2167",1533.45,"5c08450f5b32d500012e371b",400,"short","orig","fear",TRUE
"2168",693.28,"5c08450f5b32d500012e371b",1000,"long","orig","sad",TRUE
"2169",949.735,"5c08450f5b32d500012e371b",1600,"long","orig","sad",TRUE
"2170",1445.51,"5c08450f5b32d500012e371b",800,"short","orig","fear",TRUE
"2171",437.175,"5c08450f5b32d500012e371b",1000,"long","orig","fear",TRUE
"2172",386.445,"5c08450f5b32d500012e371b",1000,"long","orig","fear",TRUE
"2173",1325.28,"5c08450f5b32d500012e371b",800,"long","orig","sad",FALSE
"2174",950.38,"5c08450f5b32d500012e371b",400,"short","orig","sad",TRUE
"2175",390.895,"5c08450f5b32d500012e371b",1200,"long","orig","fear",TRUE
"2176",200.535,"5c08450f5b32d500012e371b",400,"short","orig","sad",TRUE
"2177",1799.11,"5c08450f5b32d500012e371b",600,"long","orig","fear",FALSE
"2178",592.04,"5c08450f5b32d500012e371b",400,"short","orig","sad",TRUE
"2179",1929.32,"58dff341282ab00001e9ce26",1200,"long","orig","fear",TRUE
"2180",917.56,"58dff341282ab00001e9ce26",1000,"short","orig","sad",TRUE
"2181",1048.64,"58dff341282ab00001e9ce26",1000,"short","orig","sad",TRUE
"2182",519.27,"58dff341282ab00001e9ce26",800,"short","orig","sad",TRUE
"2183",449.495,"58dff341282ab00001e9ce26",1000,"short","orig","sad",TRUE
"2184",592.38,"58dff341282ab00001e9ce26",600,"short","orig","fear",TRUE
"2185",441.045,"58dff341282ab00001e9ce26",600,"short","orig","sad",TRUE
"2186",548.17,"58dff341282ab00001e9ce26",1200,"long","orig","fear",TRUE
"2187",1958.33,"58dff341282ab00001e9ce26",400,"short","orig","fear",TRUE
"2188",453.865,"58dff341282ab00001e9ce26",1200,"long","orig","sad",TRUE
"2189",1017.4,"58dff341282ab00001e9ce26",1600,"long","orig","sad",TRUE
"2190",544.185,"58dff341282ab00001e9ce26",1600,"long","orig","fear",TRUE
"2191",418.225,"58dff341282ab00001e9ce26",800,"short","orig","sad",TRUE
"2192",407.955,"58dff341282ab00001e9ce26",1400,"long","orig","fear",TRUE
"2193",386.85,"58dff341282ab00001e9ce26",1400,"long","orig","sad",TRUE
"2194",295.7,"58dff341282ab00001e9ce26",1400,"long","orig","fear",TRUE
"2195",371.905,"58dff341282ab00001e9ce26",1200,"long","orig","fear",TRUE
"2196",384.275,"58dff341282ab00001e9ce26",800,"short","orig","fear",TRUE
"2197",753.91,"58dff341282ab00001e9ce26",400,"short","orig","sad",TRUE
"2198",769.365,"58dff341282ab00001e9ce26",1200,"long","orig","fear",TRUE
"2199",2306.69,"5e8ff19da0c64c2f34550e7e",1200,"long","orig","fear",TRUE
"2200",3521.72,"5e8ff19da0c64c2f34550e7e",1600,"long","orig","sad",TRUE
"2201",2457.07,"5e8ff19da0c64c2f34550e7e",600,"short","orig","fear",TRUE
"2202",2574.7,"5e8ff19da0c64c2f34550e7e",600,"short","orig","sad",TRUE
"2203",2349.79,"5e8ff19da0c64c2f34550e7e",400,"short","orig","fear",TRUE
"2204",1927.87,"5e8ff19da0c64c2f34550e7e",600,"short","orig","sad",TRUE
"2205",2529.49,"5e8ff19da0c64c2f34550e7e",1400,"short","orig","sad",FALSE
"2206",1125.02,"5e8ff19da0c64c2f34550e7e",600,"short","orig","fear",TRUE
"2207",534.985,"5e8ff19da0c64c2f34550e7e",400,"short","orig","fear",TRUE
"2208",4746,"5e8ff19da0c64c2f34550e7e",800,"long","orig","sad",FALSE
"2209",1780.3,"5e8ff19da0c64c2f34550e7e",1600,"long","orig","sad",TRUE
"2210",641.72,"5e8ff19da0c64c2f34550e7e",400,"short","orig","fear",TRUE
"2211",3699.2,"5e8ff19da0c64c2f34550e7e",800,"long","orig","fear",FALSE
"2212",770.005,"5e8ff19da0c64c2f34550e7e",1000,"long","orig","fear",TRUE
"2213",615.605,"5e8ff19da0c64c2f34550e7e",400,"short","orig","sad",TRUE
